CATEGORY,VALUE,NGRAM
NSB,شامية,1
NSB,الباقلانية,1
NSB,المرينية,1
NSB,الإستراباذية,1
NSB,الزعفرانية,1
NSB,الصابونية,1
NSB,البصروية,1
NSB,الكركية,1
NSB,المروروذية,1
NSB,البسطامية,1
NSB,الإصفهانية,1
NSB,الجزيرية,1
NSB,المنصورية,1
NSB,البقاعية,1
NSB,القضاعية,1
NSB,الشعرانية,1
NSB,الكتامية,1
NSB,الصلاحية,1
NSB,الحجرية,1
NSB,المنبجية,1
NSB,البرجية,1
NSB,ديلمية,1
NSB,الحمانية,1
NSB,المزية,1
NSB,الفسوية,1
NSB,البيهقية,1
NSB,الأشجعية,1
NSB,عنسية,1
NSB,الحيرية,1
NSB,الميكالية,1
NSB,الزواوية,1
NSB,الجحافية,1
NSB,المسعودية,1
NSB,مغربية,1
NSB,اليشكرية,1
NSB,الغزنوية,1
NSB,الشاشية,1
NSB,الماردينية,1
NSB,المطوعية,1
NSB,الشافعية,1
NSB,البابصرية,1
NSB,الحصكفية,1
NSB,وشقية,1
NSB,الأوسية,1
NSB,الحلوانية,1
NSB,عراقية,1
NSB,العتبية,1
NSB,الطالقانية,1
NSB,الجعبرية,1
NSB,مؤيدية,1
NSB,البدرية,1
NSB,السبيعية,1
NSB,الحجارية,1
NSB,اليوسفية,1
NSB,القلقشندية,1
NSB,البحيرية,1
NSB,جحافية,1
NSB,المصيصية,1
NSB,الأرمنية,1
NSB,الحصرية,1
NSB,الدانية,1
NSB,البهنسية,1
NSB,العمية,1
NSB,المذحجية,1
NSB,المجاشعية,1
NSB,السخاوية,1
NSB,الشاذلية,1
NSB,البطليوسية,1
NSB,البابية,1
NSB,القبرية,1
NSB,الحمزية,1
NSB,الطيبية,1
NSB,التكريتية,1
NSB,الكوكبانية,1
NSB,سرقسطية,1
NSB,دمشقية,1
NSB,المقرية,1
NSB,المؤيدية,1
NSB,الغمارية,1
NSB,الغنوية,1
NSB,النصرية,1
NSB,الحميدية,1
NSB,تميمية,1
NSB,العاتكية,1
NSB,الفراوية,1
NSB,الدميرية,1
NSB,البندنيجية,1
NSB,الجلودية,1
NSB,العتابية,1
NSB,الجوزجانية,1
NSB,الجرمية,1
NSB,المحاملية,1
NSB,الحسبانية,1
NSB,الختلية,1
NSB,مروزية,1
NSB,الأبيوردية,1
NSB,الداوودية,1
NSB,الجريرية,1
NSB,الرامينية,1
NSB,واسطية,1
NSB,غرناطية,1
NSB,العنزية,1
NSB,تهامية,1
NSB,النخشبية,1
NSB,العدنية,1
NSB,الكرابيسية,1
NSB,الأرموية,1
NSB,الصعيدية,1
NSB,شهارية,1
NSB,القلعية,1
NSB,مذحجية,1
NSB,الكرجية,1
NSB,الدامغانية,1
NSB,الخالدية,1
NSB,المزكية,1
NSB,الخشنية,1
NSB,الحكمية,1
NSB,المهرية,1
NSB,الهوارية,1
NSB,اليافعية,1
NSB,النهاوندية,1
NSB,النمرية,1
NSB,الغزالية,1
NSB,الرمادية,1
NSB,الأشرفية,1
NSB,البلدية,1
NSB,الجدلية,1
NSB,السكرية,1
NSB,الصرصرية,1
NSB,الأذنية,1
NSB,حميرية,1
NSB,الخليلية,1
NSB,الوزيرية,1
NSB,الميدانية,1
NSB,الإخنائية,1
NSB,الجبائية,1
NSB,الرافعية,1
NSB,قرشية,1
NSB,الأدمية,1
NSB,السقطية,1
NSB,اليعمرية,1
NSB,الغفارية,1
NSB,الحبورية,1
NSB,الحلية,1
NSB,النحريرية,1
NSB,الزينبية,1
NSB,الفيومية,1
NSB,إسكندرانية,1
NSB,الثمالية,1
NSB,العذرية,1
NSB,الإستجية,1
NSB,السرائية,1
NSB,الصرخدية,1
NSB,الخلاطية,1
NSB,البلبيسية,1
NSB,الرحبية,1
NSB,الماكسينية,1
NSB,الخشوعية,1
NSB,المطلبية,1
NSB,الإسعردية,1
NSB,الجركسية,1
NSB,السيرافية,1
NSB,الكنجية,1
NSB,الدارانية,1
NSB,الرمانية,1
NSB,سريانية,1
NSB,القومسية,1
NSB,اليعقوبية,1
NSB,الأودية,1
NSB,الآملية,1
NSB,البجائية,1
NSB,المسلية,1
NSB,جيانية,1
NSB,همدانية,1
NSB,السهمية,1
NSB,نيسابورية,1
NSB,الأسوانية,1
NSB,الرسية,1
NSB,الثورية,1
NSB,الساباطية,1
NSB,الجرباذقانية,1
NSB,الضبعية,1
NSB,الرباحية,1
NSB,عباسية,1
NSB,الخلقانية,1
NSB,المهدوية,1
NSB,الشقرانية,1
NSB,النعيمية,1
NSB,الفنارية,1
NSB,الجماعيلية,1
NSB,الصوفية,1
NSB,القسطلية,1
NSB,العلامية,1
NSB,الدهنية,1
NSB,السامرية,1
NSB,الوائلية,1
NSB,الأحمسية,1
NSB,البردعية,1
NSB,البرماوية,1
NSB,الحديثية,1
NSB,النفزية,1
NSB,الفامية,1
NSB,الطالبية,1
NSB,الحزامية,1
NSB,الهيتية,1
NSB,الفيروزاباذية,1
NSB,السلولية,1
NSB,الطائفية,1
NSB,البشتية,1
NSB,الآنسية,1
NSB,الحاضرية,1
NSB,القاشانية,1
NSB,الدارقزية,1
NSB,المنذرية,1
NSB,الرشيدية,1
NSB,محلية,1
NSB,الساوية,1
NSB,القالية,1
NSB,المعينية,1
NSB,الأردبيلية,1
NSB,شرفية,1
NSB,العبشمية,1
NSB,السليمانية,1
NSB,النسوية,1
NSB,الشعبانية,1
NSB,الدولعية,1
NSB,المشرقية,1
NSB,الرباطية,1
NSB,الإسنوية,1
NSB,العكية,1
NSB,البونية,1
NSB,حبورية,1
NSB,المالكية,1
NSB,النعمانية,1
NSB,الديباجية,1
NSB,المراكشية,1
NSB,العادلية,1
NSB,الجرجرائية,1
NSB,اليربوعية,1
NSB,طوسية,1
NSB,الخوافية,1
NSB,الفاكهية,1
NSB,الباعونية,1
NSB,المحمودية,1
NSB,الحلاوية,1
NSB,القادسية,1
NSB,الإيادية,1
NSB,وزيرية,1
NSB,السروية,1
NSB,العتكية,1
NSB,الحكرية,1
NSB,الحمدانية,1
NSB,الأسفرايينية,1
NSB,الأشنانية,1
NSB,بلنسية,1
NSB,البادرائية,1
NSB,الزيادية,1
NSB,السبائية,1
NSB,الأسيوطية,1
NSB,النجارية,1
NSB,الزرارية,1
NSB,الكاهلية,1
NSB,السمعانية,1
NSB,خراسانية,1
NSB,الرفاعية,1
NSB,الهنتاتية,1
NSB,خوارزمية,1
NSB,الصفورية,1
NSB,الشيرجية,1
NSB,الزركشية,1
NSB,الطولقية,1
NSB,آنسية,1
NSB,السنباطية,1
NSB,الهسنجانية,1
NSB,الزبدانية,1
NSB,الدؤلية,1
NSB,القرافية,1
NSB,الصولية,1
NSB,الكورانية,1
NSB,الروذبارية,1
NSB,الإسفرايينية,1
NSB,العمانية,1
NSB,البحترية,1
NSB,الصعلوكية,1
NSB,الخطابية,1
NSB,الميمونية,1
NSB,المازرية,1
NSB,الحصنية,1
NSB,أهنومية,1
NSB,الزنجانية,1
NSB,العبادانية,1
NSB,الأوانية,1
NSB,رومية,1
NSB,السكاكينية,1
NSB,الشذونية,1
NSB,الحجبية,1
NSB,الإيجية,1
NSB,الواحدية,1
NSB,الرويانية,1
NSB,كوكبانية,1
NSB,الكسائية,1
NSB,اللواتية,1
NSB,الجوانية,1
NSB,البارزية,1
NSB,الحفصية,1
NSB,الشحامية,1
NSB,القسطنطينية,1
NSB,الأيلية,1
NSB,العرزمية,1
NSB,البلوطية,1
NSB,الدارية,1
NSB,القيسرانية,1
NSB,الصلحية,1
NSB,الإلبيرية,1
NSB,العقدية,1
NSB,القرمانية,1
NSB,الثعالبية,1
NSB,الشهارية,1
NSB,النوقانية,1
NSB,الغمرية,1
NSB,السمنانية,1
NSB,البيروتية,1
NSB,الأرغيانية,1
NSB,الجنابية,1
NSB,الحرازية,1
NSB,السكسكية,1
NSB,البرلسية,1
NSB,اليزيدية,1
NSB,الإخميمية,1
NSB,السهيلية,1
NSB,البوصيرية,1
NSB,القصرية,1
NSB,العبدلكانية,1
NSB,الطبنية,1
NSB,الأقصرائية,1
NSB,الأقفهسية,1
NSB,الدوارية,1
NSB,الصليحية,1
NSB,الشيبية,1
NSB,المالطية,1
NSB,الأستراباذية,1
NSB,المدلجية,1
NSB,المكارية,1
NSB,الشبلية,1
NSB,الحوفية,1
NSB,النجمية,1
NSB,الكفرية,1
NSB,النهرتيرية,1
NSB,أردستانية,1
NSB,القبيباتية,1
NSB,الأرمنازية,1
NSB,المغلسية,1
NSB,حلبية,1
NSB,الغضائرية,1
NSB,الدوينية,1
NSB,الميورقية,1
NSB,سلجوقية,1
NSB,الحبيشية,1
NSB,الكشميهنية,1
NSB,المهرانية,1
NSB,الخوزية,1
NSB,الطبرانية,1
NSB,الرقاشية,1
NSB,الغازية,1
NSB,الزمزمية,1
NSB,النووية,1
NSB,التطيلية,1
NSB,الريية,1
NSB,الشاذكونية,1
NSB,القونوية,1
NSB,ضمدية,1
NSB,الرخجية,1
NSB,النضرية,1
NSB,حوالية,1
NSB,الإبشيطية,1
NSB,الطبسية,1
NSB,الألهانية,1
NSB,السنبسية,1
NSB,التلعفرية,1
NSB,البرتية,1
NSB,قيسية,1
NSB,الجحدرية,1
NSB,الوهرانية,1
NSB,الزيتونية,1
NSB,العاصمية,1
NSB,الخضرية,1
NSB,القبانية,1
NSB,حمزية,1
NSB,دوارية,1
NSB,العطاردية,1
NSB,القابسية,1
NSB,هادوية,1
NSB,القلينية,1
NSB,المؤمنية,1
NSB,الفضيلية,1
NSB,البيرية,1
NSB,الجعدوية,1
NSB,الطنافسية,1
NSB,الخبازية,1
NSB,الميهنية,1
NSB,النرسية,1
NSB,الشعيرية,1
NSB,اليامية,1
NSB,العاملية,1
NSB,الأوزاعية,1
NSB,النعمية,1
NSB,السائية,1
NSB,القروية,1
NSB,المرزبانية,1
NSB,مسورية,1
NSB,البزورية,1
NSB,العياشية,1
NSB,الطلحية,1
NSB,البيسانية,1
NSB,الصحراوية,1
NSB,المنوفية,1
NSB,القصبانية,1
NSB,الأماسية,1
NSB,الميثمية,1
NSB,القهستانية,1
NSB,الزهراوية,1
NSB,الميانجية,1
NSB,التدمرية,1
NSB,شتوية,1
NSB,البيضاوية,1
NSB,البرزالية,1
NSB,الماستوية,1
NSB,الجمالية,1
NSB,الهدبانية,1
NSB,بجلية,1
NSB,السامية,1
NSB,الدورقية,1
NSB,الدلشاذية,1
NSB,الفاشانية,1
NSB,البطائحية,1
NSB,الفراهيدية,1
NSB,الوانية,1
NSB,الجروية,1
NSB,السنجية,1
NSB,الشروانية,1
NSB,الجواليقية,1
NSB,حنبلية,1
NSB,البطائنية,1
NSB,المصمودية,1
NSB,الأسوارية,1
NSB,الآبية,1
NSB,الدوثية,1
NSB,الدولابية,1
NSB,المغامية,1
NSB,الكومية,1
NSB,النجرانية,1
NSB,الدهستانية,1
NSB,نجرانية,1
NSB,الإسناوية,1
NSB,حارثية,1
NSB,اليلدانية,1
NSB,الداركية,1
NSB,الساعدية,1
NSB,التركستانية,1
NSB,الجونية,1
NSB,العبرتائية,1
NSB,الشنترينية,1
NSB,الخطيبية,1
NSB,الكيلانية,1
NSB,الظفيرية,1
NSB,العينية,1
NSB,القحطانية,1
NSB,العاقولية,1
NSB,الكجية,1
NSB,الشريشية,1
NSB,الشعبية,1
NSB,الحسامية,1
NSB,الشاورية,1
NSB,الضمدية,1
NSB,الخلخالية,1
NSB,السوادية,1
NSB,الصديقية,1
NSB,الكازرونية,1
NSB,الماسرجسية,1
NSB,رازية,1
NSB,القرمية,1
NSB,ألبيرية,1
NSB,المغازلية,1
NSB,الجابرية,1
NSB,الخوارية,1
NSB,البيكندية,1
NSB,الطيرانية,1
NSB,المرشدية,1
NSB,الغرافية,1
NSB,الفريابية,1
NSB,القصيرية,1
NSB,النصيبينية,1
NSB,الجنانية,1
NSB,الإسماعيلية,1
NSB,الحمدونية,1
NSB,العينتابية,1
NSB,الكشية,1
NSB,المقتفوية,1
NSB,النورية,1
NSB,الصريفينية,1
NSB,الشظبية,1
NSB,الجبرتية,1
NSB,أموية,1
NSB,الطرطوشية,1
NSB,الكعبية,1
NSB,الإصطخرية,1
NSB,العبقسية,1
NSB,الزينية,1
NSB,الأيوبية,1
NSB,الرٶاسية,1
NSB,الأرتاحية,1
NSB,الشاوية,1
NSB,الجشمية,1
NSB,الباغندية,1
NSB,المحبوبية,1
NSB,المسمعية,1
NSB,الطنبذية,1
NSB,الدنجاوية,1
NSB,المارانية,1
NSB,النهشلية,1
NSB,الأبيارية,1
NSB,الأنبابية,1
NSB,العدوانية,1
NSB,السوائية,1
NSB,الفاروثية,1
NSB,الصيمرية,1
NSB,المكناسية,1
NSB,السراجية,1
NSB,البندهية,1
NSB,الدممية,1
NSB,القطعية,1
NSB,الكندرية,1
NSB,الأفضلية,1
NSB,عبالية,1
NSB,الساسية,1
NSB,اللوشية,1
NSB,الزبادية,1
NSB,الثمانينية,1
NSB,البكراوية,1
NSB,الوركانية,1
NSB,الجنابذية,1
NSB,الشوبية,1
NSB,القيمرية,1
NSB,البدوية,1
NSB,السلمانية,1
NSB,الأصمعية,1
NSB,الهذبانية,1
NSB,أزدية,1
NSB,التادفية,1
NSB,الصرمية,1
NSB,التابعية,1
NSB,البكائية,1
NSB,التادلية,1
NSB,كتبية,1
NSB,الفقاعية,1
NSB,المقابرية,1
NSB,الخونجية,1
NSB,خولانية,1
NSB,الروذراورية,1
NSB,السبخية,1
NSB,البحاثية,1
NSB,الرياشية,1
NSB,الكفرطابية,1
NSB,البحرية,1
NSB,حيمية,1
NSB,السدية,1
NSB,المنازية,1
NSB,القاينية,1
NSB,التعزية,1
NSB,الشالنجية,1
NSB,الأندية,1
NSB,الرزجاهية,1
NSB,الزرندية,1
NSB,موصلية,1
NSB,المشكانية,1
NSB,العساكرية,1
NSB,الملكاوية,1
NSB,الحلوية,1
NSB,ظفيرية,1
NSB,اليزدية,1
NSB,القليوبية,1
NSB,البندقدارية,1
NSB,السفيانية,1
NSB,العبد لكانية,2
NSB,التفليسية,1
NSB,الصاعدية,1
NSB,الخطمية,1
NSB,القسطلانية,1
NSB,الضبيعية,1
NSB,الأرباعية,1
NSB,البنجديهية,1
NSB,الكفرسوسية,1
NSB,العبالية,1
NSB,الدبابيسية,1
NSB,الدوسية,1
NSB,السامانية,1
NSB,الأندرابية,1
NSB,الودعية,1
NSB,الشجاعية,1
NSB,الشمشاطية,1
NSB,لخمية,1
NSB,البلاطنسية,1
NSB,التبانية,1
NSB,الدمامينية,1
NSB,الخشنامية,1
NSB,تركمانية,1
NSB,الجعدية,1
NSB,الجيلانية,1
NSB,الديرية,1
NSB,الأبناسية,1
NSB,الذكوانية,1
NSB,عبدية,1
NSB,الحسانية,1
NSB,العميدية,1
NSB,العيسوية,1
NSB,الطريثيثية,1
NSB,الرؤاسية,1
NSB,المصحفية,1
NSB,ضميمية,1
NSB,الفرائضية,1
NSB,الإسحاقية,1
NSB,زيدية,1
NSB,سبتية,1
NSB,المنفلوطية,1
NSB,الجاجرمية,1
NSB,الخيوانية,1
NSB,البديهية,1
NSB,القبابية,1
NSB,الإسفرائنية,1
NSB,الأشهبية,1
NSB,البتانية,1
NSB,جيلية,1
NSB,الكديمية,1
NSB,العزيزية,1
NSB,التاهرتية,1
NSB,البرسوية,1
NSB,الحكيمية,1
NSB,المنكدرية,1
NSB,الجيزية,1
NSB,وادعية,1
NSB,الصالحانية,1
NSB,الباجسرائية,1
NSB,الميرقية,1
NSB,الرهونية,1
NSB,طائية,1
NSB,جيلانية,1
NSB,الآدمية,1
NSB,الجعابية,1
NSB,البياضية,1
NSB,العصفرية,1
NSB,الأعرابية,1
NSB,الجامية,1
NSB,الكابلية,1
NSB,المسبحية,1
NSB,الحوارية,1
NSB,المنهاجية,1
NSB,السلفية,1
NSB,اليهودية,1
NSB,الهرثية,1
NSB,اللبلية,1
NSB,السروجية,1
NSB,الكناسية,1
NSB,السعيدية,1
NSB,الدسوقية,1
NSB,الوفائية,1
NSB,الشرابية,1
NSB,القابوسية,1
NSB,القمينية,1
NSB,القرمطية,1
NSB,اللورقية,1
NSB,البروجردية,1
NSB,الرياحية,1
NSB,الدنيسرية,1
NSB,العلثية,1
NSB,أسدية,1
NSB,قيروانية,1
NSB,الإخشيدية,1
NSB,الفتحية,1
NSB,المغارية,1
NSB,الراسبية,1
NSB,المنجنيقية,1
NSB,الوحاظية,1
NSB,البويطية,1
NSB,همذانية,1
NSB,البرجلانية,1
NSB,العيشية,1
NSB,عدوية,1
NSB,الملهمية,1
NSB,الشاتانية,1
NSB,الحوالية,1
NSB,الشطرنجية,1
NSB,الغزاوية,1
NSB,الأسبهانية,1
NSB,الجارودية,1
NSB,العنابية,1
NSB,الشريحية,1
NSB,الفوية,1
NSB,العرضية,1
NSB,المزيدية,1
NSB,المراتبية,1
NSB,القمنية,1
NSB,الصاغانية,1
NSB,الأغلبية,1
NSB,الطلمنكية,1
NSB,بخارية,1
NSB,الدقيقية,1
NSB,الوكيعية,1
NSB,حوثية,1
NSB,عيزرية,1
NSB,الحدادية,1
NSB,الجوسقية,1
NSB,اللحيانية,1
NSB,السالمية,1
NSB,المورية,1
NSB,الساجية,1
NSB,الماوردية,1
NSB,الحاجرية,1
NSB,السفاقسية,1
NSB,الصهيونية,1
NSB,العريشية,1
NSB,اللاسكية,1
NSB,الحدانية,1
NSB,البراثية,1
NSB,الصالهية,1
NSB,الدمنهورية,1
NSB,الحرستانية,1
NSB,الونية,1
NSB,الأمشاطية,1
NSB,الحيمية,1
NSB,السميساطية,1
NSB,المطرانية,1
NSB,العيانية,1
NSB,الغلابية,1
NSB,الطواشية,1
NSB,القرنية,1
NSB,المنزلاوية,1
NSB,النجيرمية,1
NSB,العبادوسية,1
NSB,المتبولية,1
NSB,الجهضمية,1
NSB,النجرية,1
NSB,القنانية,1
NSB,الرواجنية,1
NSB,الإسنائية,1
NSB,الكلينية,1
NSB,المتوثية,1
NSB,يوسفية,1
NSB,الحازمية,1
NSB,الغامدية,1
NSB,العليمية,1
NSB,الشرازية,1
NSB,العمادية,1
NSB,الوقشية,1
NSB,الجوزية,1
NSB,البحرانية,1
NSB,السيارية,1
NSB,العزازية,1
NSB,الياسوفية,1
NSB,شاعر,1
NSB,محدث,1
NSB,فقيه,1
NSB,مصنف,1
NSB,قاضي,1
NSB,مدرس,1
NSB,الفقيه,1
NSB,الحافظ,1
NSB,أديب,1
NSB,راوي,1
NSB,مفتي,1
NSB,القاضي,1
NSB,إمام,1
NSB,الإمام,1
NSB,المقرئ,1
NSB,شيخ,1
NSB,كاتب,1
NSB,مقرئ,1
NSB,والي,1
NSB,حافظ,1
NSB,النحوي,1
NSB,خطيب,1
NSB,نائب,1
NSB,الكاتب,1
NSB,المحدث,1
NSB,الشاعر,1
NSB,لغوي,1
NSB,نحوي,1
NSB,وزير,1
NSB,شارح,1
NSB,طبيب,1
NSB,الشيخ,1
NSB,قاضي القضاة,2
NSB,أصولي,1
NSB,الأديب,1
NSB,أمير,1
NSB,الأمير,1
NSB,عالم,1
NSB,ناظر,1
NSB,الوزير,1
NSB,ملك,1
NSB,مفسر,1
NSB,مسند,1
NSB,الواعظ,1
NSB,العالم,1
NSB,واعظ,1
NSB,شاهد,1
NSB,قارئ,1
NSB,متكلم,1
NSB,سلطان,1
NSB,ناظم,1
NSB,خليفة,1
NSB,الخطيب,1
NSB,التاجر,1
NSB,مؤرخ,1
NSB,تاجر,1
NSB,اللغوي,1
NSB,المؤدب,1
NSB,معيد,1
NSB,رئيس,1
NSB,وكيل,1
NSB,قاضي الجماعة,2
NSB,مشاور,1
NSB,مترسل,1
NSB,منجم,1
NSB,مؤدب,1
NSB,العطار,1
NSB,السلطان,1
NSB,فرضي,1
NSB,مناظر,1
NSB,معلم,1
NSB,راوية,1
NSB,الفرضي,1
NSB,ترجمان,1
NSB,البزاز,1
NSB,الوراق,1
NSB,الصيرفي,1
NSB,المفتي,1
NSB,المعدل,1
NSB,المفسر,1
NSB,نقيب,1
NSB,محتسب,1
NSB,الطبيب,1
NSB,الرئيس,1
NSB,المتكلم,1
NSB,صاحب,1
NSB,نائب القضاء,2
NSB,نائب الحكم,2
NSB,الملك,1
NSB,فيلسوف,1
NSB,ناثر,1
NSB,حاجب,1
NSB,رسول,1
NSB,المسند,1
NSB,القطان,1
NSB,رياضي,1
NSB,محدثة,1
NSB,الحداد,1
NSB,موقع,1
NSB,الخياط,1
NSB,العدل,1
NSB,المؤذن,1
NSB,صاحب الصلاة,2
NSB,ناسخ,1
NSB,الحريري,1
NSB,الأخباري,1
NSB,البزار,1
NSB,المؤرخ,1
NSB,مجاهد,1
NSB,مقدم,1
NSB,قاضي قضاة,2
NSB,الأصولي,1
NSB,خادم,1
NSB,عامل,1
NSB,مؤلف,1
NSB,الصفار,1
NSB,السراج,1
NSB,متولي,1
NSB,قائد,1
NSB,عدل,1
NSB,مؤذن,1
NSB,الخزاز,1
NSB,فرائضي,1
NSB,الصائغ,1
NSB,بياع,1
NSB,أخباري,1
NSB,الحناط,1
NSB,الناسخ,1
NSB,الحاكم,1
NSB,النجار,1
NSB,قاضي العسكر,2
NSB,الخليفة,1
NSB,منطقي,1
NSB,الخراز,1
NSB,شاعرة,1
NSB,واقف,1
NSB,القزاز,1
NSB,الحكيم,1
NSB,عروضي,1
NSB,شروطي,1
NSB,صاحب الشرطة,2
NSB,المنجم,1
NSB,التمار,1
NSB,الفراء,1
NSB,الطحان,1
NSB,الرحال,1
NSB,داعي,1
NSB,الحاسب,1
NSB,الزيات,1
NSB,الخلال,1
NSB,الحذاء,1
NSB,إمام المقام,2
NSB,الخفاف,1
NSB,القائد,1
NSB,كاتب الإنشاء,2
NSB,نديم,1
NSB,الدقاق,1
NSB,أمين,1
NSB,شيخ الشيوخ,2
NSB,نسابة,1
NSB,معدل,1
NSB,خازن,1
NSB,النقيب,1
NSB,المستملي,1
NSB,المصنف,1
NSB,الشروطي,1
NSB,أستاذ الدار,2
NSB,حاكم,1
NSB,الرفاء,1
NSB,المدرس,1
NSB,الحاجب,1
NSB,الخادم,1
NSB,مهندس,1
NSB,القارئ,1
NSB,صاحب الموصل,2
NSB,وراق,1
NSB,منشئ,1
NSB,السفار,1
NSB,بزاز,1
NSB,أتابك,1
NSB,البيع,1
NSB,محقق,1
NSB,الحجام,1
NSB,مملوك,1
NSB,الناقد,1
NSB,الوكيل,1
NSB,السمسار,1
NSB,مشجع على النقل,3
NSB,المنشئ,1
NSB,الدباس,1
NSB,الشيخة,1
NSB,الخشاب,1
NSB,العلاف,1
NSB,صاحب المغرب,2
NSB,أستاذ,1
NSB,القاص,1
NSB,الكتبي,1
NSB,صاحب البريد,2
NSB,المعلم,1
NSB,النسابة,1
NSB,الصواف,1
NSB,المحقق,1
NSB,صاحب مصر,2
NSB,القصار,1
NSB,البناء,1
NSB,الدهقان,1
NSB,النحاس,1
NSB,صاحب ديوان الإنشاء,3
NSB,الفيلسوف,1
NSB,صاحب اليمن,2
NSB,القماط,1
NSB,عطار,1
NSB,جندي,1
NSB,الجصاص,1
NSB,شيخ القراء,2
NSB,عادل,1
NSB,أمير الحج,2
NSB,الخباز,1
NSB,العروضي,1
NSB,الإسكاف,1
NSB,الرزاز,1
NSB,مباشر,1
NSB,متصرف,1
NSB,صاحب حلب,2
NSB,مجود,1
NSB,المطرز,1
NSB,رأس,1
NSB,زعيم,1
NSB,حاسب,1
NSB,مملي,1
NSB,صيرفي,1
NSB,المناظر,1
NSB,النقاش,1
NSB,مدبر,1
NSB,الكحال,1
NSB,البقال,1
NSB,صاحب الأندلس,2
NSB,السمان,1
NSB,المحتسب,1
NSB,ولي العهد,2
NSB,النخاس,1
NSB,السواق,1
NSB,صاحب حماة,2
NSB,مفيد,1
NSB,ربين,1
NSB,المجود,1
NSB,صاحب الأحكام,2
NSB,غلام,1
NSB,صاحب ديوان,2
NSB,مدرس النظامية,2
NSB,الفقيهة,1
NSB,الفلكي,1
NSB,المسلك,1
NSB,مستملي,1
NSB,الوشاء,1
NSB,داعية,1
NSB,قيم,1
NSB,الحصار,1
NSB,القفال,1
NSB,البندار,1
NSB,نائب وزير,2
NSB,الصيدلاني,1
NSB,مذكر,1
NSB,أستادار,1
NSB,الراوي,1
NSB,حائك,1
NSB,الفران,1
NSB,الحيسوب,1
NSB,الحنائي,1
NSB,مسندة,1
NSB,الشحام,1
NSB,الناظم,1
NSB,القلاء,1
NSB,الخبزأرزي,1
NSB,جارية,1
NSB,صاحب المدينة,2
NSB,الموقت,1
NSB,خطاط,1
NSB,مغني,1
NSB,صاحب سنجار,2
NSB,صاحب الديوان,2
NSB,الدهخذا,1
NSB,سفير,1
NSB,قطان,1
NSB,صاحب السوق,2
NSB,نائب السلطنة,2
NSB,صاحب بريد,2
NSB,الدباغ,1
NSB,البراذعي,1
NSB,صاحب حمص,2
NSB,الخازن,1
NSB,الكاتبة,1
NSB,اللباد,1
NSB,المربي,1
NSB,ناقد,1
NSB,شيخة,1
NSB,قس,1
NSB,كحال,1
NSB,صاحب ماردين,2
NSB,دهقان,1
NSB,كاتب الحكم,2
NSB,الخواتمي,1
NSB,الحمال,1
NSB,قاضي قضاة دمشق,3
NSB,البرادعي,1
NSB,صائغ,1
NSB,القواريري,1
NSB,أسقف,1
NSB,الناثر,1
NSB,المسندة,1
NSB,الحجال,1
NSB,نائب في الحكم,3
NSB,صاحب المظالم,2
NSB,مستوفي,1
NSB,قاص,1
NSB,الراعي,1
NSB,خياط,1
NSB,الواعظة,1
NSB,حناط,1
NSB,المذكر,1
NSB,الأبار,1
NSB,الخنزاري,1
NSB,الحمار,1
NSB,المستوفي,1
NSB,الجنان,1
NSB,صاحب بانياس,2
NSB,صاحب مكة,2
NSB,صاحب دمشق,2
NSB,صاحب الخبر,2
NSB,قاضي عسكر,2
NSB,نساخ,1
NSB,رصاص,1
NSB,جمال,1
NSB,البقاري,1
NSB,طحان,1
NSB,مورق,1
NSB,صاحب المخزن,2
NSB,مشاور في الأحكام,3
NSB,المعمار,1
NSB,القداح,1
NSB,النائب,1
NSB,قاضي قضاة مصر,3
NSB,صاحب العرض,2
NSB,المتطبب,1
NSB,نائب الباب,2
NSB,القواس,1
NSB,خاصكي,1
NSB,النساج,1
NSB,الفراش,1
NSB,صاحب بعلبك,2
NSB,الحجار,1
NSB,الصيقل,1
NSB,صيدلاني,1
NSB,صاحب ميافارقين,2
NSB,البواب,1
NSB,الحفار,1
NSB,دلال,1
NSB,صاحب إربل,2
NSB,معبر الرؤيا,2
NSB,منادي,1
NSB,حجام,1
NSB,البائع,1
NSB,المنادي,1
NSB,مستولي,1
NSB,طباخ,1
NSB,صاحب الزاوية,2
NSB,الجزار,1
NSB,صاحب تونس,2
NSB,القصاب,1
NSB,صاحب الخيل,2
NSB,صاحب حصن كيفا,3
NSB,ساقي,1
NSB,مرابط,1
NSB,صاحب إشبيلية,2
NSB,الصرام,1
NSB,مشير,1
NSB,كيال,1
NSB,قاضي القدس,2
NSB,الدلال,1
NSB,الحطاب,1
NSB,كيميائي,1
NSB,الحداء,1
NSB,صاحب بلاد فارس,3
NSB,صاحب الديار المصرية,3
NSB,دهان,1
NSB,المرشد,1
NSB,المنطقي,1
NSB,المشاور,1
NSB,المعيد,1
NSB,صاحب الرد,2
NSB,أمير مئة,2
NSB,دباغ,1
NSB,عارف,1
NSB,المشرع,1
NSB,الملقن,1
