rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
N2WYW2MVGBAJY3DY.JRTCKXETXF.6YS6EN2CT7,0.1831600000,US East (N. Virginia),General purpose,2,m7i-flex.large,8 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
HGC8Q33P3HRZGTBE.JRTCKXETXF.6YS6EN2CT7,5.2320000000,US East (N. Virginia),Memory optimized,48,r6i.12xlarge,384 GiB,EBS only,18750 Megabit,Windows,Memory Optimized,Windows,NA,No License required
HHCGFESKR82PU6AE.JRTCKXETXF.6YS6EN2CT7,0.4213000000,US East (N. Virginia),General purpose,4,m6id.xlarge,16 GiB,1 x 237 NVMe SSD,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
HHP87B66HPGQ843V.JRTCKXETXF.6YS6EN2CT7,1.0653200000,US East (N. Virginia),Memory optimized,8,r6in.2xlarge,64 GiB,EBS only,Up to 40000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
JFTMER8GNFD9XNBT.JRTCKXETXF.6YS6EN2CT7,4.2480000000,US East (N. Virginia),Compute optimized,48,c5.12xlarge,96 GiB,EBS only,12 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
JK4FZRRE427BB8MT.JRTCKXETXF.6YS6EN2CT7,11.3280000000,US East (N. Virginia),Compute optimized,128,c6i.metal,256 GiB,EBS only,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
JC2S62Z6E2ZSYNSX.JRTCKXETXF.6YS6EN2CT7,18.3929600000,US East (N. Virginia),Memory optimized,128,r6idn.metal,1024 GiB,4 x 1900 NVMe SSD,200000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
JC7JUCHSPEBE7KX2.JRTCKXETXF.6YS6EN2CT7,0.7520000000,US East (N. Virginia),Compute optimized,8,c5d.2xlarge,16 GiB,1 x 200 NVMe SSD,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
JE9UYDB7U3AR4D4Z.JRTCKXETXF.6YS6EN2CT7,6.1080000000,US East (N. Virginia),Memory optimized,24,x2iezn.6xlarge,768 GiB,EBS only,50 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
JESSB9HP8MGMDJ4Q.JRTCKXETXF.6YS6EN2CT7,0.4800000000,US East (N. Virginia),General purpose,8,t3.2xlarge,32 GiB,EBS only,Up to 5 Gigabit,Windows,General Purpose,Windows,NA,No License required
JMDUCZDWUM22HK9W.JRTCKXETXF.6YS6EN2CT7,3.5888000000,US East (N. Virginia),Memory optimized,32,r7i.8xlarge,256 GiB,EBS only,12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
JN92GMNZ5PE977V3.JRTCKXETXF.6YS6EN2CT7,9.2544000000,US East (N. Virginia),Compute optimized,96,c6id.24xlarge,192 GiB,4 x 1425 NVMe SSD,37500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
JNZUZPSEDNKCRCNB.JRTCKXETXF.6YS6EN2CT7,1.5040000000,US East (N. Virginia),General purpose,16,m6i.4xlarge,64 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
ZVHDPZG9XCYZDT56.JRTCKXETXF.6YS6EN2CT7,8.8960000000,US East (N. Virginia),Memory optimized,64,r7iz.metal-16xl,512 GiB,EBS only,25000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
ZZH4WYEZZ5C9BHZK.JRTCKXETXF.6YS6EN2CT7,35.6280000000,US East (N. Virginia),GPU instance,96,p3dn.24xlarge,768 GiB,2 x 900 NVMe SSD,100 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
X9AP3GFT4CXKBHEU.JRTCKXETXF.6YS6EN2CT7,9.0240000000,US East (N. Virginia),Compute optimized,96,c5d.metal,192 GiB,4 x 900 NVMe SSD,25 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
YBY6RMYU5HE75YDM.JRTCKXETXF.6YS6EN2CT7,0.8316800000,US East (N. Virginia),General purpose,8,m7a.2xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
YCB5ZDAPFSHHX97B.JRTCKXETXF.6YS6EN2CT7,9.6130000000,US East (N. Virginia),Memory optimized,64,x1.16xlarge,976 GiB,1 x 1920 SSD,High,Windows,Memory Optimized,Windows,NA,No License required
83T7HZB6ZJETXEA2.JRTCKXETXF.6YS6EN2CT7,0.4720000000,US East (N. Virginia),Memory optimized,4,r5d.xlarge,32 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
8592PWB6WJSQ5BF3.JRTCKXETXF.6YS6EN2CT7,5.3520000000,US East (N. Virginia),Memory optimized,48,r5ad.12xlarge,384 GiB,2 x 900 NVMe SSD,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
83RDZUNMB488FSTG.JRTCKXETXF.6YS6EN2CT7,1.5800000000,US East (N. Virginia),GPU instance,8,g5.2xlarge,32 GiB,1 x 450 GB NVMe SSD,Up to 10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
8AF8KMMQUHXNXVDE.JRTCKXETXF.6YS6EN2CT7,1.9080000000,US East (N. Virginia),Storage optimized,12,i3en.3xlarge,96 GiB,1 x 7500 NVMe SSD,Up to 25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
7YWBQJ66HRNUC74N.JRTCKXETXF.6YS6EN2CT7,19.2260000000,US East (N. Virginia),Memory optimized,128,x2idn.metal,2048 GiB,2 x 1900 NVMe SSD,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
726AFQB5DBJJGJ4T.JRTCKXETXF.6YS6EN2CT7,2.7040000000,US East (N. Virginia),Compute optimized,32,c5a.8xlarge,64 GiB,EBS only,10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
7S5JMBPJUMESJQMS.JRTCKXETXF.6YS6EN2CT7,0.7712000000,US East (N. Virginia),General purpose,8,m7i.2xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
7SBK7HTPQ6CTP74J.JRTCKXETXF.6YS6EN2CT7,4.9900800000,US East (N. Virginia),General purpose,48,m7a.12xlarge,192 GiB,EBS only,18750 Megabit,Windows,General Purpose,Windows,NA,No License required
7Q8SXFV7BACMK4YX.JRTCKXETXF.6YS6EN2CT7,1.1200000000,US East (N. Virginia),GPU instance,8,g4dn.2xlarge,32 GiB,225 GB NVMe SSD,Up to 25 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
7N6HH9H4ZMFG45XN.JRTCKXETXF.6YS6EN2CT7,0.2243000000,US East (N. Virginia),Memory optimized,2,r7i.large,16 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
8P6MW4W3JCH9BP47.JRTCKXETXF.6YS6EN2CT7,10.1280000000,US East (N. Virginia),General purpose,96,m5n.metal,384 GiB,EBS only,100 Gigabit,Windows,General Purpose,Windows,NA,No License required
8PWP644R45F4VKQ9.JRTCKXETXF.6YS6EN2CT7,19.2260000000,US East (N. Virginia),Memory optimized,128,x1.32xlarge,1952 GiB,2 x 1920 SSD,High,Windows,Memory Optimized,Windows,NA,No License required
8PG2CF3NXF6W5JXN.JRTCKXETXF.6YS6EN2CT7,7.0400000000,US East (N. Virginia),GPU instance,64,g5.16xlarge,256 GiB,1 x 1900 GB NVMe SSD,25 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
7T6QNVYWVFDSQ23H.JRTCKXETXF.6YS6EN2CT7,0.2180000000,US East (N. Virginia),Memory optimized,2,r6i.large,16 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
7VJXKNKUWTYUUJDQ.JRTCKXETXF.6YS6EN2CT7,1.9840000000,US East (N. Virginia),Storage optimized,16,i3.4xlarge,122 GiB,2 x 1900 NVMe SSD,Up to 10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
7W9T879WACE8KBYD.JRTCKXETXF.6YS6EN2CT7,1.6000000000,US East (N. Virginia),Compute optimized,16,c5n.4xlarge,42 GiB,EBS only,Up to 25 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
7HNNZT8ZV9U28MS4.JRTCKXETXF.6YS6EN2CT7,8.5440000000,US East (N. Virginia),Compute optimized,96,c5ad.24xlarge,192 GiB,2 x 1900 NVMe SSD,20 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
8GPKB3C2DQ9DG4FY.JRTCKXETXF.6YS6EN2CT7,4.2580000000,US East (N. Virginia),Storage optimized,24,d3en.6xlarge,96 GiB,12 x 14000 HDD,40 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
8G6FU4PC5BC4KEVM.JRTCKXETXF.6YS6EN2CT7,9.8400000000,US East (N. Virginia),General purpose,96,m5d.24xlarge,384 GiB,4 x 900 NVMe SSD,25 Gigabit,Windows,General Purpose,Windows,NA,No License required
8BB6MWXSG2WXTB48.JRTCKXETXF.6YS6EN2CT7,3.4880000000,US East (N. Virginia),Memory optimized,32,r5.8xlarge,256 GiB,EBS only,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
8D54UVMHV36Y39MQ.JRTCKXETXF.6YS6EN2CT7,10.7664000000,US East (N. Virginia),Memory optimized,96,r7i.24xlarge,768 GiB,EBS only,37500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
8HZFEBG6K3WEFTX4.JRTCKXETXF.6YS6EN2CT7,9.0240000000,US East (N. Virginia),General purpose,96,m5.24xlarge,384 GiB,EBS only,25 Gigabit,Windows,General Purpose,Windows,NA,No License required
8G89P8TC43XTJH8X.JRTCKXETXF.6YS6EN2CT7,6.6880000000,US East (N. Virginia),Storage optimized,64,h1.16xlarge,256 GiB,8 x 2000 HDD,25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
8JZV6YQ8FJQ2YBPK.JRTCKXETXF.6YS6EN2CT7,3.3440000000,US East (N. Virginia),Storage optimized,32,h1.8xlarge,128 GiB,4 x 2000 HDD,10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
86FEVXHAJVJ75D5R.JRTCKXETXF.6YS6EN2CT7,0.7660000000,US East (N. Virginia),Compute optimized,8,c4.2xlarge,15 GiB,EBS only,High,Windows,Compute Optimized,Windows,NA,No License required
872FSN6GPQ3AMF88.JRTCKXETXF.6YS6EN2CT7,23.4384000000,US East (N. Virginia),Memory optimized,192,r7a.48xlarge,1536 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
8744TF3WB3SSENYH.JRTCKXETXF.6YS6EN2CT7,3.0910000000,US East (N. Virginia),Compute optimized,36,c4.8xlarge,60 GiB,EBS only,10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
88PWJUWEJBNKHVEY.JRTCKXETXF.6YS6EN2CT7,0.8200000000,US East (N. Virginia),Memory optimized,8,r5a.2xlarge,64 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
85G3SHYCZVQPGBET.JRTCKXETXF.6YS6EN2CT7,1.4190000000,US East (N. Virginia),Storage optimized,8,d3en.2xlarge,32 GiB,4 x 14000 HDD,Up to 25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
6ZKFPUYM3GZSCSN9.JRTCKXETXF.6YS6EN2CT7,3.0848000000,US East (N. Virginia),Compute optimized,32,c6id.8xlarge,64 GiB,1 x 1900 NVMe SSD,12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
8XEVRE7NG2QAMZ9E.JRTCKXETXF.6YS6EN2CT7,0.4360000000,US East (N. Virginia),Memory optimized,4,r6i.xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
8W88BH2GK69QERTB.JRTCKXETXF.6YS6EN2CT7,0.4486000000,US East (N. Virginia),Memory optimized,4,r7i.xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
6VEFVCPXHYNYSW3J.JRTCKXETXF.6YS6EN2CT7,3.9064000000,US East (N. Virginia),Memory optimized,32,r7a.8xlarge,256 GiB,EBS only,12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
6WFWZNCJ8BQCTR3M.JRTCKXETXF.6YS6EN2CT7,15.5648000000,US East (N. Virginia),Memory optimized,128,r6id.metal,1024 GiB,4 x 1900 NVMe SSD,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
73HEXDG6HBFP5Z2P.JRTCKXETXF.6YS6EN2CT7,1.6432000000,US East (N. Virginia),Compute optimized,16,c6in.4xlarge,32 GiB,EBS only,Up to 50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
7APFVGHQXR9QGJ23.JRTCKXETXF.6YS6EN2CT7,27.4240000000,US East (N. Virginia),GPU instance,64,p3.16xlarge,488 GiB,EBS only,25 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
7BAT9SF2T25AZA6X.JRTCKXETXF.6YS6EN2CT7,0.7712000000,US East (N. Virginia),Compute optimized,8,c6id.2xlarge,16 GiB,1 x 474 NVMe SSD,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
7CSJ5937A26M3NA4.JRTCKXETXF.6YS6EN2CT7,3.8560000000,US East (N. Virginia),Memory optimized,32,r5n.8xlarge,256 GiB,EBS only,25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
7BCAWFWHT5P4B69R.JRTCKXETXF.6YS6EN2CT7,5.8000000000,US East (N. Virginia),Compute optimized,64,c7i.16xlarge,128 GiB,EBS only,25000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
7FRMK4DAY2RVKRQR.JRTCKXETXF.6YS6EN2CT7,13.9520000000,US East (N. Virginia),Memory optimized,128,r6i.metal,1024 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
6SNHPAN3YKSWBAJB.JRTCKXETXF.6YS6EN2CT7,0.9000000000,US East (N. Virginia),Memory optimized,8,r4.2xlarge,61 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
92JU3MDX3GZHG376.JRTCKXETXF.6YS6EN2CT7,3.6996800000,US East (N. Virginia),General purpose,32,m6in.8xlarge,128 GiB,EBS only,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
ACRB9VDKRQMFN8TG.JRTCKXETXF.6YS6EN2CT7,7.7120000000,US East (N. Virginia),Memory optimized,64,r5n.16xlarge,512 GiB,EBS only,75 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
A7GZGAGGFJYB3JUJ.JRTCKXETXF.6YS6EN2CT7,0.2280000000,US East (N. Virginia),General purpose,2,m5dn.large,8 GiB,1 x 75 NVMe SSD,Up to 25 Gigabit,Windows,General Purpose,Windows,NA,No License required
9RR5DC4CVHQRN85T.JRTCKXETXF.6YS6EN2CT7,2.8480000000,US East (N. Virginia),Compute optimized,32,c5ad.8xlarge,64 GiB,2 x 600 NVMe SSD,10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
9S9UUYNJYVCYH6EB.JRTCKXETXF.6YS6EN2CT7,5.6777600000,US East (N. Virginia),Storage optimized,32,d3en.8xlarge,128 GiB,16 x 14000 HDD,50 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
9SG2X6C8C8E24C3P.JRTCKXETXF.6YS6EN2CT7,12.6528000000,US East (N. Virginia),Storage optimized,96,i4i.24xlarge,768 GiB,6 x 3750 NVMe SSD,56250 Megabit,Windows,Storage Optimized,Windows,NA,No License required
9THSSBP4CWE3RMMJ.JRTCKXETXF.6YS6EN2CT7,4.9200000000,US East (N. Virginia),General purpose,48,m5d.12xlarge,192 GiB,2 x 900 NVMe SSD,10 Gigabit,Windows,General Purpose,Windows,NA,No License required
A8NG2GF96A6WJPJW.JRTCKXETXF.6YS6EN2CT7,0.4960000000,US East (N. Virginia),Storage optimized,4,i3.xlarge,30.5 GiB,1 x 950 NVMe SSD,Up to 10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
A8GAU4FG8Y4YCC2D.JRTCKXETXF.6YS6EN2CT7,3.1142400000,US East (N. Virginia),Compute optimized,32,c7a.8xlarge,64 GiB,EBS only,12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
AA8D2P5CNTNTQAY7.JRTCKXETXF.6YS6EN2CT7,10.7840000000,US East (N. Virginia),Compute optimized,128,c6a.32xlarge,256 GiB,EBS only,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
B5NFXVNWBAADGZP4.JRTCKXETXF.6YS6EN2CT7,1.6852000000,US East (N. Virginia),General purpose,16,m6id.4xlarge,64 GiB,1 x 950 NVMe SSD,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
B9P28G22DSWEP97U.JRTCKXETXF.6YS6EN2CT7,7.2000000000,US East (N. Virginia),Compute optimized,72,c5n.metal,192 GiB,EBS only,100 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
BCC7CMHZ4XUMKKJ2.JRTCKXETXF.6YS6EN2CT7,11.3280000000,US East (N. Virginia),Compute optimized,128,c6i.32xlarge,256 GiB,EBS only,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
AZF6AZHW2UDB7RN5.JRTCKXETXF.6YS6EN2CT7,4.2612800000,US East (N. Virginia),Memory optimized,32,r6in.8xlarge,256 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
AJYJZ3X3S2AJ2D6D.JRTCKXETXF.6YS6EN2CT7,3.4280000000,US East (N. Virginia),GPU instance,8,p3.2xlarge,61 GiB,EBS only,Up to 10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
B6TXW3MNW7GRNCFS.JRTCKXETXF.6YS6EN2CT7,5.7840000000,US East (N. Virginia),Memory optimized,48,r5n.12xlarge,384 GiB,EBS only,50 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
BFABHQKWNZPHXYKS.JRTCKXETXF.6YS6EN2CT7,18.5088000000,US East (N. Virginia),General purpose,192,m7i.metal-48xl,768 GiB,EBS only,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
9BFFUY3GAZR9XGG8.JRTCKXETXF.6YS6EN2CT7,19.2260000000,US East (N. Virginia),Memory optimized,128,x2idn.32xlarge,2048 GiB,2 x 1900 NVMe SSD,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
9DUM3QTYRC5MK7UR.JRTCKXETXF.6YS6EN2CT7,13.7947200000,US East (N. Virginia),Memory optimized,96,r6idn.24xlarge,768 GiB,4 x 1425 NVMe SSD,150000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
99FMVDAKQZYJ9HKN.JRTCKXETXF.6YS6EN2CT7,2.8390000000,US East (N. Virginia),Storage optimized,16,d3en.4xlarge,64 GiB,8 x 14000 HDD,25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
989VETQ43PZ4P2BE.JRTCKXETXF.6YS6EN2CT7,15.5648000000,US East (N. Virginia),Memory optimized,128,r6id.32xlarge,1024 GiB,4 x 1900 NVMe SSD,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
9HFHK6RECZZ4W92B.JRTCKXETXF.6YS6EN2CT7,1.0180000000,US East (N. Virginia),Memory optimized,4,x1e.xlarge,122 GiB,1 x 120 SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
9GFWJZDGJ3N3KSK5.JRTCKXETXF.6YS6EN2CT7,0.9091700000,US East (N. Virginia),GPU instance,8,g4ad.2xlarge,32 GiB,300 GB NVMe SSD,Up to 10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
9KA8YGU8KFGQ7ERN.JRTCKXETXF.6YS6EN2CT7,1.4160000000,US East (N. Virginia),Compute optimized,16,c5.4xlarge,32 GiB,EBS only,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
9MBC2CFEMJBRKHTT.JRTCKXETXF.6YS6EN2CT7,4.2816000000,US East (N. Virginia),General purpose,48,m6a.12xlarge,192 GiB,EBS only,18750 Megabit,Windows,General Purpose,Windows,NA,No License required
AQ4BJM4AR87GBQDX.JRTCKXETXF.6YS6EN2CT7,1.5320000000,US East (N. Virginia),Compute optimized,16,c4.4xlarge,30 GiB,EBS only,High,Windows,Compute Optimized,Windows,NA,No License required
AP8CRXEFDUCGR7QY.JRTCKXETXF.6YS6EN2CT7,0.1920000000,US East (N. Virginia),General purpose,2,m4.large,8 GiB,EBS only,Moderate,Windows,General Purpose,Windows,NA,No License required
9V9FQDQV83DFTEUD.JRTCKXETXF.6YS6EN2CT7,8.8960000000,US East (N. Virginia),Memory optimized,64,r7iz.16xlarge,512 GiB,EBS only,25000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
4RM5PZU7AJGWQ4T9.JRTCKXETXF.6YS6EN2CT7,1.1120000000,US East (N. Virginia),Memory optimized,8,r7iz.2xlarge,64 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
4QW6A43XNB3PMFM6.JRTCKXETXF.6YS6EN2CT7,11.6736000000,US East (N. Virginia),Memory optimized,96,r6id.24xlarge,768 GiB,4 x 1425 NVMe SSD,37500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
4VV6V3MAZZGV47MU.JRTCKXETXF.6YS6EN2CT7,2.0360000000,US East (N. Virginia),Memory optimized,8,x1e.2xlarge,244 GiB,1 x 240 SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
9YA4XB84K57K8GBD.JRTCKXETXF.6YS6EN2CT7,16.1760000000,US East (N. Virginia),Compute optimized,192,c6a.48xlarge,384 GiB,EBS only,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
9Y9B58QN89N5DN92.JRTCKXETXF.6YS6EN2CT7,17.7920000000,US East (N. Virginia),Memory optimized,128,r7iz.metal-32xl,1024 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
9Z2QAQA2Z9PTH2FY.JRTCKXETXF.6YS6EN2CT7,0.5022400000,US East (N. Virginia),General purpose,4,m6idn.xlarge,16 GiB,1 x 237 NVMe SSD,Up to 30000 Megabit,Windows,General Purpose,Windows,NA,No License required
5PHSTUESTSJBSFAK.JRTCKXETXF.6YS6EN2CT7,8.4350000000,US East (N. Virginia),Storage optimized,64,i4i.16xlarge,512 GiB,4 x 3750 NVMe SSD,35000 Megabit,Windows,Storage Optimized,Windows,NA,No License required
2GMT9U4A9KRACNG8.JRTCKXETXF.6YS6EN2CT7,11.3280000000,US East (N. Virginia),Memory optimized,96,r5d.metal,768 GiB,4 x 900 NVMe SSD,25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
2FSSN6MA2KMWNNK8.JRTCKXETXF.6YS6EN2CT7,0.1685000000,US East (N. Virginia),Compute optimized,2,c6a.large,4 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
2GP7KWW4GE6WWXGF.JRTCKXETXF.6YS6EN2CT7,1.6400000000,US East (N. Virginia),Memory optimized,16,r5a.4xlarge,128 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
2MS9BQ29TD8ZPX2B.JRTCKXETXF.6YS6EN2CT7,32.5760000000,US East (N. Virginia),Memory optimized,128,x1e.32xlarge,3904 GiB,2 x 1920 SSD,25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
2MGQ32BCK59K8M8A.JRTCKXETXF.6YS6EN2CT7,1.1495600000,US East (N. Virginia),Memory optimized,8,r6idn.2xlarge,64 GiB,1 x 474 NVMe SSD,Up to 40000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
2Q5JWDTXT6GFYV4N.JRTCKXETXF.6YS6EN2CT7,3.4880000000,US East (N. Virginia),Memory optimized,32,r6i.8xlarge,256 GiB,EBS only,12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
2JAR7QURUYEEEEDU.JRTCKXETXF.6YS6EN2CT7,0.1928000000,US East (N. Virginia),General purpose,2,m7i.large,8 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
2M62ZXJC6297GM2S.JRTCKXETXF.6YS6EN2CT7,0.6360000000,US East (N. Virginia),Storage optimized,4,i3en.xlarge,32 GiB,1 x 2500 NVMe SSD,Up to 25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
2QDKW9ZB2TU67JTK.JRTCKXETXF.6YS6EN2CT7,9.8400000000,US East (N. Virginia),General purpose,96,m5d.metal,384 GiB,4 x 900 NVMe SSD,25 Gigabit,Windows,General Purpose,Windows,NA,No License required
2B93TS27E46GZV4S.JRTCKXETXF.6YS6EN2CT7,0.9766000000,US East (N. Virginia),Memory optimized,8,r7a.2xlarge,64 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
2ZK2MVN7ZQ4UBZWH.JRTCKXETXF.6YS6EN2CT7,8.1440000000,US East (N. Virginia),Memory optimized,32,x2iezn.8xlarge,1024 GiB,EBS only,75 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
2ZEU4FQG3A3U8HEC.JRTCKXETXF.6YS6EN2CT7,1.6720000000,US East (N. Virginia),Storage optimized,16,h1.4xlarge,64 GiB,2 x 2000 HDD,Up to 10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
2BVWSSCN2TJX7TZX.JRTCKXETXF.6YS6EN2CT7,5.8368000000,US East (N. Virginia),Memory optimized,48,r6id.12xlarge,384 GiB,2 x 1425 NVMe SSD,18750 Megabit,Windows,Memory Optimized,Windows,NA,No License required
2CJZBJFS6RP5P46P.JRTCKXETXF.6YS6EN2CT7,0.0560000000,US East (N. Virginia),General purpose,2,t3a.medium,4 GiB,EBS only,Up to 5 Gigabit,Windows,General Purpose,Windows,NA,No License required
2SN6CBPKJWMJK4W8.JRTCKXETXF.6YS6EN2CT7,6.3720000000,US East (N. Virginia),Compute optimized,72,c5.18xlarge,144 GiB,EBS only,25 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
3PSF5WZCCWJNJC69.JRTCKXETXF.6YS6EN2CT7,0.5747800000,US East (N. Virginia),Memory optimized,4,r6idn.xlarge,32 GiB,1 x 237 NVMe SSD,Up to 30000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
3TJZCQ6SUHGWH4FS.JRTCKXETXF.6YS6EN2CT7,1.5040000000,US East (N. Virginia),Compute optimized,16,c5d.4xlarge,32 GiB,1 x 400 NVMe SSD,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
3UVQWDHKB4C46D8R.JRTCKXETXF.6YS6EN2CT7,10.4640000000,US East (N. Virginia),Memory optimized,96,r6i.24xlarge,768 GiB,EBS only,37500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
49MPJBU4D2VQ36J8.JRTCKXETXF.6YS6EN2CT7,6.5728000000,US East (N. Virginia),Memory optimized,64,r6a.16xlarge,512 GiB,EBS only,25000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
46HB843PR73N6BZV.JRTCKXETXF.6YS6EN2CT7,8.0358400000,US East (N. Virginia),General purpose,64,m6idn.16xlarge,256 GiB,2 x 1900 NVMe SSD,100000 Megabit,Windows,General Purpose,Windows,NA,No License required
43YD24N2B9SEAEHJ.JRTCKXETXF.6YS6EN2CT7,6.1721000000,US East (N. Virginia),General purpose,48,m5zn.metal,192 GiB,EBS only,100 Gigabit,Windows,General Purpose,Windows,NA,No License required
3VMV67XQM4K92EGV.JRTCKXETXF.6YS6EN2CT7,12.3392000000,US East (N. Virginia),Compute optimized,128,c6id.metal,256 GiB,4 x 1900 NVMe SSD,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
